id,titulo,texto,categoria,palabras_clave,nivel_dificultad,fuente
209,Bases de datos de grafos con Neo4j,"Artículo técnico sobre Bases de datos de grafos con Neo4j. Comparativa entre TimescaleDB y Neo4j: ventajas, desventajas y casos de uso. Incluye benchmarks y recomendaciones para elegir la herramienta adecuada en Bases de Datos.",Bases de Datos,"TimescaleDB, Neo4j, sharding, Redis, procedimientos almacenados, replicación",Básico,YouTube
210,Bases de datos serverless con DynamoDB y Firestore,"Proyecto guiado: Bases de datos serverless con DynamoDB y Firestore. Construye paso a paso una solución completa usando Route 53, Cloud Functions y EC2. Enfocado en Cloud con código disponible en GitHub. Se proporciona una comparativa entre autoescalado y EC2.",Cloud,"Route 53, Cloud Functions, EC2, Fargate, Lambda, GCP",Avanzado,Dev.to
211,Gestión de experimentos con MLflow,"Workshop práctico: Gestión de experimentos con MLflow. Trabajaremos con modelos, NLTK y OpenCV en un proyecto real. Se enfoca en la resolución de problemas comunes y la aplicación de patrones de diseño en Data Science. Finalmente, se revisan consideraciones de rendimiento con Plotly.",Data Science,"modelos, NLTK, OpenCV",Básico,GitHub
212,Diseño responsive con Tailwind CSS,"En este contenido se presentan los conceptos fundamentales de Diseño responsive con Tailwind CSS. Se explica paso a paso cómo implementar soluciones prácticas utilizando TypeScript y Service Workers, con ejemplos de código y casos de uso reales. Ideal para profesionales que buscan fortalecer sus habilidades en Frontend. Finalmente, se revisan consideraciones de rendimiento con Less.",Frontend,"TypeScript, Service Workers, WebAssembly, PWA, Babel",Básico,Medium
213,Persistencia local con Room y Core Data,"Tutorial avanzado de Persistencia local con Room y Core Data. Exploramos la integración de BLoC con push notifications para construir soluciones robustas. Se abordan temas como optimización, seguridad y mantenimiento en entornos de producción. El contenido también cubre errores comunes al usar Ionic.",Mobile,"BLoC, push notifications, Cordova",Básico,Blog técnico
214,Publicación de apps en App Store y Google Play,"Documentación técnica sobre Publicación de apps en App Store y Google Play. Se detallan las configuraciones necesarias para Swift y Jetpack Compose, incluyendo troubleshooting de errores frecuentes y estrategias de monitoreo.",Mobile,"Swift, Jetpack Compose, Retrofit, Xcode",Avanzado,Wiki interna
215,Monetización de apps con anuncios y suscripciones,"Proyecto guiado: Monetización de apps con anuncios y suscripciones. Construye paso a paso una solución completa usando Dart, ARKit y App Store. Enfocado en Mobile con código disponible en GitHub. Además, se discute la integración con Room.",Mobile,"Dart, ARKit, App Store",Básico,Wiki interna
216,Configuración de redes VPC en AWS,Charla técnica: Configuración de redes VPC en AWS. Se discuten los desafíos de implementar DynamoDB y VPC en escenarios reales de Cloud. Lecciones aprendidas y errores a evitar.,Cloud,"DynamoDB, VPC, SQS",Intermedio,Tutorial
217,Protección DDoS con WAF y CDN,"Tutorial avanzado de Protección DDoS con WAF y CDN. Exploramos la integración de OpenID con autorización para construir soluciones robustas. Se abordan temas como optimización, seguridad y mantenimiento en entornos de producción. Incluye una sección de preguntas frecuentes sobre ABAC.",Seguridad,"OpenID, autorización, phishing",Avanzado,Medium
218,Modelos de boosting con XGBoost y LightGBM,"Masterclass de Modelos de boosting con XGBoost y LightGBM. Se profundiza en TensorFlow, Altair y CatBoost con casos de estudio de empresas reales. Incluye ejercicios de Data Science para consolidar el aprendizaje. Finalmente, se revisan consideraciones de rendimiento con NumPy.",Data Science,"TensorFlow, Altair, CatBoost, deep learning, Statsmodels",Intermedio,Blog técnico
219,Monitoreo y auditoría con CloudWatch y CloudTrail,"Workshop práctico: Monitoreo y auditoría con CloudWatch y CloudTrail. Trabajaremos con CloudWatch, S3 y costos en un proyecto real. Se enfoca en la resolución de problemas comunes y la aplicación de patrones de diseño en Cloud.",Cloud,"CloudWatch, S3, costos, almacenamiento",Avanzado,Medium
220,Procesamiento de lenguaje natural con spaCy,"Análisis de caso: Procesamiento de lenguaje natural con spaCy. Revisamos cómo una empresa migró de Kubeflow a BERT en su plataforma de Data Science. Métricas, resultados y recomendaciones. Incluye una sección de preguntas frecuentes sobre Transformers.",Data Science,"Kubeflow, BERT, NLP, PyTorch",Intermedio,GitHub
221,Protección DDoS con WAF y CDN,"Documentación técnica sobre Protección DDoS con WAF y CDN. Se detallan las configuraciones necesarias para SQL injection y CSRF, incluyendo troubleshooting de errores frecuentes y estrategias de monitoreo. Se incluyen ejemplos usando certificados y SIEM.",Seguridad,"SQL injection, CSRF, compliance, OWASP",Intermedio,Libro técnico
222,Desarrollo de apps multiplataforma con Flutter,Guía de referencia rápida: Desarrollo de apps multiplataforma con Flutter. Consulta práctica sobre Provider y Dart para resolver problemas cotidianos en Mobile. Incluye snippets de código y comandos útiles.,Mobile,"Provider, Dart, Realm, widgets, Biometría",Básico,YouTube
223,WebSockets para comunicación bidireccional,"Documentación técnica sobre WebSockets para comunicación bidireccional. Se detallan las configuraciones necesarias para Dapper y Maven, incluyendo troubleshooting de errores frecuentes y estrategias de monitoreo. Se incluyen ejemplos usando Maven y GraphQL.",Backend,"Dapper, Maven, Mockito, ASP.NET, XML",Avanzado,Wiki interna
224,Análisis de sentimiento en redes sociales,"Tutorial avanzado de Análisis de sentimiento en redes sociales. Exploramos la integración de Streamlit con deep learning para construir soluciones robustas. Se abordan temas como optimización, seguridad y mantenimiento en entornos de producción. Se incluyen ejemplos usando MLflow y Streamlit.",Data Science,"Streamlit, deep learning, LightGBM, Airflow, GPT, MLflow",Intermedio,Blog técnico
225,Service mesh con Istio en Kubernetes,"Artículo técnico sobre Service mesh con Istio en Kubernetes. Comparativa entre Pulumi y Docker: ventajas, desventajas y casos de uso. Incluye benchmarks y recomendaciones para elegir la herramienta adecuada en DevOps.",DevOps,"Pulumi, Docker, ELK Stack",Avanzado,Wiki interna
226,Despliegue de aplicaciones en Google Cloud Run,"En este contenido se presentan los conceptos fundamentales de Despliegue de aplicaciones en Google Cloud Run. Se explica paso a paso cómo implementar soluciones prácticas utilizando AWS y CloudFront, con ejemplos de código y casos de uso reales. Ideal para profesionales que buscan fortalecer sus habilidades en Cloud. Además, se discute la integración con alta disponibilidad.",Cloud,"AWS, CloudFront, migración, cloud native, Route 53",Intermedio,Medium
227,Fine-tuning de modelos BERT con Hugging Face,"Workshop práctico: Fine-tuning de modelos BERT con Hugging Face. Trabajaremos con visualización, DVC y PyTorch en un proyecto real. Se enfoca en la resolución de problemas comunes y la aplicación de patrones de diseño en Data Science.",Data Science,"visualización, DVC, PyTorch, Airflow, XGBoost",Básico,Tutorial
228,Optimización de planes de ejecución de consultas,"Introducción práctica a Optimización de planes de ejecución de consultas. Este material cubre desde los conceptos básicos hasta técnicas avanzadas usando MariaDB, OLTP y MongoDB. Perfecto para equipos que inician proyectos de Bases de Datos. Se proporciona una comparativa entre consultas y Redis.",Bases de Datos,"MariaDB, OLTP, MongoDB",Básico,Libro técnico
229,Patrón BLoC en aplicaciones Dart,"Proyecto guiado: Patrón BLoC en aplicaciones Dart. Construye paso a paso una solución completa usando Expo, SwiftUI y Core Data. Enfocado en Mobile con código disponible en GitHub.",Mobile,"Expo, SwiftUI, Core Data, Kotlin",Intermedio,Medium
230,Patrones de diseño en aplicaciones backend,"Guía completa sobre Patrones de diseño en aplicaciones backend. Aprenderás a trabajar con NestJS, Jest y Ruby on Rails desde cero. Incluye ejercicios prácticos, mejores prácticas de la industria y consejos para evitar errores comunes en proyectos de Backend. Se proporciona una comparativa entre Node.js y GraphQL.",Backend,"NestJS, Jest, Ruby on Rails, token, Hibernate",Avanzado,Libro técnico
231,Testing end-to-end con Cypress y Playwright,Charla técnica: Testing end-to-end con Cypress y Playwright. Se discuten los desafíos de implementar hooks y Redux en escenarios reales de Frontend. Lecciones aprendidas y errores a evitar. El contenido también cubre errores comunes al usar Sass.,Frontend,"hooks, Redux, Chakra UI, Cypress",Avanzado,Wiki interna
232,Optimización de imágenes y lazy loading,"Curso intensivo de Optimización de imágenes y lazy loading. Domina Framer Motion, GSAP y responsive a través de proyectos prácticos. Al finalizar, serás capaz de diseñar e implementar soluciones profesionales en el área de Frontend. Finalmente, se revisan consideraciones de rendimiento con Tailwind.",Frontend,"Framer Motion, GSAP, responsive, Emotion",Intermedio,Curso online
233,Gestión de certificados SSL/TLS,"Workshop práctico: Gestión de certificados SSL/TLS. Trabajaremos con blockchain, Kali Linux y firewall en un proyecto real. Se enfoca en la resolución de problemas comunes y la aplicación de patrones de diseño en Seguridad.",Seguridad,"blockchain, Kali Linux, firewall, OAuth, Nmap",Avanzado,GitHub
234,Manejo de errores y logging en aplicaciones backend,"Workshop práctico: Manejo de errores y logging en aplicaciones backend. Trabajaremos con Swagger, ASP.NET y MySQL en un proyecto real. Se enfoca en la resolución de problemas comunes y la aplicación de patrones de diseño en Backend. Además, se discute la integración con NestJS.",Backend,"Swagger, ASP.NET, MySQL, GraphQL",Básico,Documentación oficial
235,Cloud Functions para procesamiento de eventos,"Artículo técnico sobre Cloud Functions para procesamiento de eventos. Comparativa entre Lambda y CloudFront: ventajas, desventajas y casos de uso. Incluye benchmarks y recomendaciones para elegir la herramienta adecuada en Cloud.",Cloud,"Lambda, CloudFront, cloud native",Avanzado,Tutorial
236,Big Data en la nube con BigQuery y Redshift,"Deep dive sobre Big Data en la nube con BigQuery y Redshift. Analizamos arquitecturas modernas que combinan AKS y costos. Se incluyen diagramas, flujos de trabajo y recomendaciones para escalar soluciones en Cloud.",Cloud,"AKS, costos, almacenamiento, Azure DevOps, SQS, migración",Avanzado,Tutorial
237,Seguridad en entornos cloud multi-cuenta,"Serie de tutoriales: Seguridad en entornos cloud multi-cuenta. Parte 1: configuración inicial con DynamoDB. Parte 2: integración con Azure. Parte 3: despliegue y monitoreo en producción. Enfoque práctico para Cloud. Además, se discute la integración con SQS.",Cloud,"DynamoDB, Azure, GKE, Cloud Functions, autoescalado",Intermedio,Libro técnico
238,Optimización de pipelines CI/CD para velocidad,"Introducción práctica a Optimización de pipelines CI/CD para velocidad. Este material cubre desde los conceptos básicos hasta técnicas avanzadas usando Docker, Trivy y Vagrant. Perfecto para equipos que inician proyectos de DevOps. Incluye una sección de preguntas frecuentes sobre pipelines.",DevOps,"Docker, Trivy, Vagrant",Avanzado,GitHub
239,GitOps con ArgoCD para despliegues automatizados,"Documentación técnica sobre GitOps con ArgoCD para despliegues automatizados. Se detallan las configuraciones necesarias para AWS y GitOps, incluyendo troubleshooting de errores frecuentes y estrategias de monitoreo. Además, se discute la integración con Envoy.",DevOps,"AWS, GitOps, monitoring, CI/CD, Trivy, Grafana",Básico,Conferencia
240,Estrategias de despliegue Blue-Green y Canary,"Guía completa sobre Estrategias de despliegue Blue-Green y Canary. Aprenderás a trabajar con Trivy, Envoy y Docker desde cero. Incluye ejercicios prácticos, mejores prácticas de la industria y consejos para evitar errores comunes en proyectos de DevOps. Se incluyen ejemplos usando New Relic y ArgoCD.",DevOps,"Trivy, Envoy, Docker, Datadog, CI/CD, Grafana",Avanzado,Libro técnico
241,Blockchain para autenticación descentralizada,"Guía completa sobre Blockchain para autenticación descentralizada. Aprenderás a trabajar con DDoS, MFA y Wireshark desde cero. Incluye ejercicios prácticos, mejores prácticas de la industria y consejos para evitar errores comunes en proyectos de Seguridad. El contenido también cubre errores comunes al usar Splunk.",Seguridad,"DDoS, MFA, Wireshark, OWASP",Básico,Blog técnico
